"Notes","Year","Year Code","County","County Code",Deaths,Population,Crude Rate
,"2019","2019","Greene County, NY","36039",22,47188,46.6
,"2019","2019","Herkimer County, NY","36043",37,61319,60.3
,"2019","2019","Jefferson County, NY","36045",57,109834,51.9
,"2019","2019","Kings County, NY","36047",455,2559903,17.8
,"2019","2019","Livingston County, NY","36051",34,62914,54.0
,"2019","2019","Madison County, NY","36053",35,70941,49.3
,"2019","2019","Monroe County, NY","36055",243,741770,32.8
,"2019","2019","Montgomery County, NY","36057",29,49221,58.9
,"2019","2019","Nassau County, NY","36059",379,1356924,27.9
,"2019","2019","New York County, NY","36061",317,1628706,19.5
,"2019","2019","Niagara County, NY","36063",130,209281,62.1
,"2019","2019","Oneida County, NY","36065",144,228671,63.0
,"2019","2019","Onondaga County, NY","36067",210,460528,45.6
,"2019","2019","Ontario County, NY","36069",65,109777,59.2
,"2019","2019","Orange County, NY","36071",135,384940,35.1
,"2019","2019","Orleans County, NY","36073",33,40352,81.8
,"2019","2019","Oswego County, NY","36075",64,117124,54.6
,"2019","2019","Otsego County, NY","36077",36,59493,60.5
,"2019","2019","Putnam County, NY","36079",20,98320,20.3
,"2019","2019","Queens County, NY","36081",437,2253858,19.4
,"2019","2019","Rensselaer County, NY","36083",88,158714,55.4
,"2019","2019","Richmond County, NY","36085",168,476143,35.3
,"2019","2019","Rockland County, NY","36087",85,325789,26.1
,"2019","2019","St. Lawrence County, NY","36089",71,107740,65.9
,"2019","2019","Saratoga County, NY","36091",126,229863,54.8
,"2019","2019","Schenectady County, NY","36093",70,155299,45.1
,"2019","2019","Schoharie County, NY","36095",18,30999,Unreliable
,"2019","2019","Schuyler County, NY","36097",10,17807,Unreliable
,"2019","2019","Seneca County, NY","36099",24,34016,70.6
,"2019","2019","Steuben County, NY","36101",72,95379,75.5
,"2019","2019","Suffolk County, NY","36103",582,1476601,39.4
,"2019","2019","Sullivan County, NY","36105",45,75432,59.7
,"2019","2019","Tioga County, NY","36107",31,48203,64.3
,"2019","2019","Tompkins County, NY","36109",44,102180,43.1
,"2019","2019","Ulster County, NY","36111",98,177573,55.2
,"2019","2019","Warren County, NY","36113",43,63944,67.2
,"2019","2019","Washington County, NY","36115",49,61204,80.1
,"2019","2019","Wayne County, NY","36117",44,89918,48.9
,"2019","2019","Westchester County, NY","36119",305,967506,31.5
,"2019","2019","Wyoming County, NY","36121",19,39859,Unreliable
,"2019","2019","Yates County, NY","36123",20,24913,80.3
,"2020","2020","Albany County, NY","36001",126,303654,41.5
,"2020","2020","Allegany County, NY","36003",30,45587,65.8
,"2020","2020","Bronx County, NY","36005",405,1401142,28.9
,"2020","2020","Broome County, NY","36007",109,189420,57.5
,"2020","2020","Cattaraugus County, NY","36009",51,75863,67.2
,"2020","2020","Cayuga County, NY","36011",40,76029,52.6
,"2020","2020","Chautauqua County, NY","36013",76,126032,60.3
,"2020","2020","Chemung County, NY","36015",41,82622,49.6
,"2020","2020","Chenango County, NY","36017",42,46730,89.9
,"2020","2020","Clinton County, NY","36019",55,79778,68.9
,"2020","2020","Columbia County, NY","36021",38,59534,63.8
,"2020","2020","Cortland County, NY","36023",29,47173,61.5
,"2020","2020","Delaware County, NY","36025",31,43938,70.6
,"2020","2020","Dutchess County, NY","36027",91,293293,31.0
,"2020","2020","Erie County, NY","36029",391,917241,42.6
,"2020","2020","Essex County, NY","36031",35,36891,94.9
,"2020","2020","Franklin County, NY","36033",20,49965,40.0
,"2020","2020","Fulton County, NY","36035",37,52812,70.1
,"2020","2020","Genesee County, NY","36037",37,56994,64.9
,"2020","2020","Greene County, NY","36039",24,47177,50.9
,"2020","2020","Herkimer County, NY","36043",29,60945,47.6
,"2020","2020","Jefferson County, NY","36045",29,108095,26.8
,"2020","2020","Kings County, NY","36047",452,2538934,17.8
,"2020","2020","Lewis County, NY","36049",14,26187,Unreliable
,"2020","2020","Livingston County, NY","36051",24,62398,38.5
,"2020","2020","Madison County, NY","36053",54,70478,76.6
,"2020","2020","Monroe County, NY","36055",230,740900,31.0
,"2020","2020","Montgomery County, NY","36057",20,49170,40.7
,"2020","2020","Nassau County, NY","36059",348,1351334,25.8
,"2020","2020","New York County, NY","36061",313,1611989,19.4
,"2020","2020","Niagara County, NY","36063",136,208396,65.3
,"2020","2020","Oneida County, NY","36065",138,227346,60.7
,"2020","2020","Onondaga County, NY","36067",185,459214,40.3
,"2020","2020","Ontario County, NY","36069",49,110091,44.5
,"2020","2020","Orange County, NY","36071",145,385234,37.6
,"2020","2020","Orleans County, NY","36073",21,39978,52.5
,"2020","2020","Oswego County, NY","36075",60,116346,51.6
,"2020","2020","Otsego County, NY","36077",40,58701,68.1
,"2020","2020","Putnam County, NY","36079",28,98532,28.4
,"2020","2020","Queens County, NY","36081",400,2225821,18.0
,"2020","2020","Rensselaer County, NY","36083",87,158108,55.0
,"2020","2020","Richmond County, NY","36085",142,475327,29.9
,"2020","2020","Rockland County, NY","36087",87,326225,26.7
,"2020","2020","St. Lawrence County, NY","36089",56,107185,52.2
,"2020","2020","Saratoga County, NY","36091",109,230298,47.3
,"2020","2020","Schenectady County, NY","36093",72,155358,46.3
,"2020","2020","Schoharie County, NY","36095",22,31132,70.7
,"2020","2020","Schuyler County, NY","36097",15,17685,Unreliable
,"2020","2020","Seneca County, NY","36099",20,33991,58.8
,"2020","2020","Steuben County, NY","36101",68,94657,71.8
,"2020","2020","Suffolk County, NY","36103",518,1474273,35.1
,"2020","2020","Sullivan County, NY","36105",48,75802,63.3
,"2020","2020","Tioga County, NY","36107",28,47904,58.5
,"2020","2020","Tompkins County, NY","36109",36,101058,35.6
,"2020","2020","Ulster County, NY","36111",73,177716,41.1
,"2020","2020","Warren County, NY","36113",40,63756,62.7
,"2020","2020","Washington County, NY","36115",52,60606,85.8
,"2020","2020","Wayne County, NY","36117",45,89339,50.4
,"2020","2020","Westchester County, NY","36119",264,965802,27.3
,"2020","2020","Wyoming County, NY","36121",19,39465,Unreliable
,"2020","2020","Yates County, NY","36123",12,24780,Unreliable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: J40 (Bronchitis, not specified as acute or chronic); J42 (Unspecified chronic bronchitis); J44.0 (Chronic"
"obstructive pulmonary disease with acute lower respiratory infection); J44.1 (Chronic obstructive pulmonary disease with acute"
"exacerbation, unspecified); J44.8 (Other specified chronic obstructive pulmonary disease); J44.9 (Chronic obstructive pulmonary"
"disease, unspecified); J45.0 (Predominantly allergic asthma); J45.1 (Nonallergic asthma); J45.8 (Mixed asthma); J45.9 (Asthma,"
"unspecified); J46 (Status asthmaticus)"
"States: New York (36)"
"Group By: Year; County"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Dec 11, 2025 6:04:51 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Dec 11, 2025 6:04:51 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"4. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"6. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
